director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,plot_keywords,language,comb
peter sollett,victor rasuk,melonie diaz,judy marte,drama romance,raising victor vargas,based on short film manhattan new york city urination vomiting watching television,english,victor rasuk melonie diaz judy marte peter sollett drama romance based on short film manhattan new york city urination vomiting watching television english
georg wilhelm pabst,louise brooks,francis lederer,fritz kortner,crime drama romance,pandora's box,escape femme fatale german expressionism lust violence,german,louise brooks francis lederer fritz kortner georg wilhelm pabst crime drama romance escape femme fatale german expressionism lust violence german
daniel davila,martin landau,melora walters,diane baker,drama,harrison montgomery,abusive relationship character name in title magic san francisco california tenderloin san francisco,english,martin landau melora walters diane baker daniel davila drama abusive relationship character name in title magic san francisco california tenderloin san francisco english
jorge gaggero,norma aleandro,hilda bernard,claudia lapacó,drama,live-in maid,buenos aires argentina economics housekeeper maid servant,spanish,norma aleandro hilda bernard claudia lapacó jorge gaggero drama buenos aires argentina economics housekeeper maid servant spanish
rod lurie,kevin pollak,kathryn morris,timothy hutton,drama thriller,deterrence,colorado diner iraq nuclear missile president,english,kevin pollak kathryn morris timothy hutton rod lurie drama thriller colorado diner iraq nuclear missile president english
michael burke,zachary knighton,tom guiry,ryan donowho,crime drama romance,the mudge boy,death farm fur coat grief misfit,english,zachary knighton tom guiry ryan donowho michael burke crime drama romance death farm fur coat grief misfit english
catherine jelski,leslie bibb,eion bailey,arly jover,drama,the young unknowns,based on play independent film,english,leslie bibb eion bailey arly jover catherine jelski drama based on play independent film english
shane dawson,shane dawson,kurt angle,cherami leigh,comedy,not cool,unknown_keywords,english,shane dawson kurt angle cherami leigh shane dawson comedy unknown_keywords english
tommy wirkola,bjørn sundquist,stig frode henriksen,ane dahl torp,comedy horror,dead snow,medical student nazi snow snowmobile zombie,norwegian,bjørn sundquist stig frode henriksen ane dahl torp tommy wirkola comedy horror medical student nazi snow snowmobile zombie norwegian
ryan little,corbin allred,larry bagby,kirby heyborne,action adventure drama war,saints and soldiers,ardennes forest battle of the bulge behind enemy lines winter world war two in belgium,english,corbin allred larry bagby kirby heyborne ryan little action adventure drama war ardennes forest battle of the bulge behind enemy lines winter world war two in belgium english
clark baker,taylor pigeon,alan pietruszewski,whit spurgeon,horror sci-fi short thriller,vessel,alien flight attendant monster pilot tentacle,english,taylor pigeon alan pietruszewski whit spurgeon clark baker horror sci-fi short thriller alien flight attendant monster pilot tentacle english
george lucas,harrison ford,ron howard,mackenzie phillips,comedy drama music,american graffiti,california car drag racing high school rock 'n' roll,english,harrison ford ron howard mackenzie phillips george lucas comedy drama music california car drag racing high school rock 'n' roll english
robert greenwald,scott helvenston,katy helvenston-wettengal,donna zovko,documentary war,iraq for sale: the war profiteers,american politics armed forces political corruption shady war profiteer,english,scott helvenston katy helvenston-wettengal donna zovko robert greenwald documentary war american politics armed forces political corruption shady war profiteer english
matt maiellaro,tina fey,fred armisen,chris kattan,action adventure animation comedy fantasy sci-fi,aqua teen hunger force colon movie film for theaters,based on cult tv series critically acclaimed exercise machine midnight movie robot,english,tina fey fred armisen chris kattan matt maiellaro action adventure animation comedy fantasy sci-fi based on cult tv series critically acclaimed exercise machine midnight movie robot english
colin trevorrow,mary lynn rajskub,mark duplass,jeff garlin,comedy drama romance,safety not guaranteed,classified ad intern magazine time machine time travel,english,mary lynn rajskub mark duplass jeff garlin colin trevorrow comedy drama romance classified ad intern magazine time machine time travel english
leslie small,isaac c. singleton jr.,larry king,jeanette branch,comedy documentary,kevin hart: laugh at my pain,stand up comedy,english,isaac c. singleton jr. larry king jeanette branch leslie small comedy documentary stand up comedy english
ben wheatley,myanna buring,ben crompton,neil maskell,crime horror thriller,kill list,female full frontal nudity hitman knee breaking male full frontal nudity sniper,english,myanna buring ben crompton neil maskell ben wheatley crime horror thriller female full frontal nudity hitman knee breaking male full frontal nudity sniper english
ti west,lena dunham,jake ryan,pat healy,horror,the innkeepers,bathtub dead body in a bathtub dead body in bathtub hotel inn,english,lena dunham jake ryan pat healy ti west horror bathtub dead body in a bathtub dead body in bathtub hotel inn english
david s. goyer,gary oldman,atticus shaffer,rachel brosnahan,drama fantasy horror mystery thriller,the unborn,babysitting experiment nightmare possession twin,english,gary oldman atticus shaffer rachel brosnahan david s. goyer drama fantasy horror mystery thriller babysitting experiment nightmare possession twin english
bernardo bertolucci,jean-louis trintignant,stefania sandrelli,dominique sanda,drama,the conformist,fascist gun italy nudity sexuality,italian,jean-louis trintignant stefania sandrelli dominique sanda bernardo bertolucci drama fascist gun italy nudity sexuality italian
neil burger,raymond j. barry,christel khalil,renee faia,drama,interview with the assassin,conspiracy theory kennedy assassination mock documentary paranoia,english,raymond j. barry christel khalil renee faia neil burger drama conspiracy theory kennedy assassination mock documentary paranoia english
oliver blackburn,julian morris,nichola burley,tom burke,crime drama horror thriller,donkey punch,male frontal nudity male nudity male pubic hair male rear nudity spain,english,julian morris nichola burley tom burke oliver blackburn crime drama horror thriller male frontal nudity male nudity male pubic hair male rear nudity spain english
jonathan levine,luke grimes,michael welch,whitney able,horror,all the boys love mandy lane,drugs female nudity party voyeur voyeurism,english,luke grimes michael welch whitney able jonathan levine horror drugs female nudity party voyeur voyeurism english
christopher hutson,dichen lachman,jennifer lee wiggins,michele morrow,horror,bled,artist blood drug tree sap vampire,english,dichen lachman jennifer lee wiggins michele morrow christopher hutson horror artist blood drug tree sap vampire english
fred zinnemann,gary cooper,lloyd bridges,lon chaney jr.,thriller western,high noon,appeasement frontier justice justice one against many street shootout,english,gary cooper lloyd bridges lon chaney jr. fred zinnemann thriller western appeasement frontier justice justice one against many street shootout english
steve james,william gates,arthur agee,isiah thomas,documentary drama sport,hoop dreams,athlete basketball high school high school student school,english,william gates arthur agee isiah thomas steve james documentary drama sport athlete basketball high school high school student school english
david lachapelle,kevin scott richardson,christopher toler,tommy the clown,documentary music,rize,clown clowning dance gang south central los angeles,english,kevin scott richardson christopher toler tommy the clown david lachapelle documentary music clown clowning dance gang south central los angeles english
joseph kosinski,peter dinklage,lauren cohan,erick avari,action adventure fantasy sci-fi,destiny,first person shooter,english,peter dinklage lauren cohan erick avari joseph kosinski action adventure fantasy sci-fi first person shooter english
