director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,plot_keywords,language
peter deluise,katherine mcnamara,dove cameron,braeden lemasters,comedy,r.l. stine's monsterville: the cabinet of souls,cabinet carnival halloween soul temptress,english
mel brooks,sid caesar,dom deluise,bernadette peters,comedy romance,silent movie,black comedy friend modern silent movie silent movie two word title,english
raja menon,nimrat kaur,sameer ali khan,purab kohli,action drama history thriller war,airlift,1990s businessman evacuation historical fiction kuwait,hindi
unknown_director,zack ward,jonathan crombie,megan follows,drama family,anne of green gables            ,girl heroine kindred spirit orphan rural setting,english
ernie barbarash,michael jai white,michael j. morris,lateef crowder,action adventure,falcon rising,unknown_keywords,english
nick love,hayley atwell,ray winstone,alan ford,action crime drama,the sweeney,bank criminal detective flying squad policewoman,english
jonathan glazer,ray winstone,james fox,amanda redman,crime thriller,sexy beast,boulder gangster one last job spain villa,english
daniel espinosa,fabian bolin,fares fares,matias varela,action crime drama thriller,easy money,double life drugs financial crisis first part serbian,swedish
niki caro,keisha castle-hughes,rawiri paratene,tammy davis,drama family,whale rider,girl maori new zealand tradition whale,english
r. balki,vidya balan,abhishek bachchan,paresh rawal,comedy drama,paa,adult actor playing minor politician progeria reference to spiderman school,hindi
ivan engler,yangzom brauen,claude-oliver rudolph,anna katharina schwabroh,mystery sci-fi thriller,cargo,23rd century lucid dream outer space space travel trapped in space,german
joe wright,hugh jackman,cara delevingne,nonso anozie,adventure family fantasy,pan,1940s child hero fantasy world orphan reference to peter pan,english
kenny ortega,lucas grabeel,corbin bleu,olesya rulin,comedy drama family music musical romance,high school musical,audition basketball high school singing teenager,english
unknown_director,dorian missick,daniella alonso,ellen barkin,crime drama,animal kingdom            ,based on film brother brother relationship crime family remake southern california,english
richard kwietniowski,jason priestley,maury chaykin,danny webb,comedy drama,love and death on long island,actor love obsession obsessive love star,english
timur bekmambetov,konstantin khabenskiy,aleksey chadov,zhanna friske,fantasy thriller,night watch,battle bridge mother son relationship supernatural power vampire,russian
neil jordan,jim broadbent,miranda richardson,stephen rea,crime drama romance thriller,the crying game,androgynous full frontal male nudity irish republican army psychological drama tragic love,english
bob clark,art hindle,susan clark,tony ganios,comedy,porky's,female full frontal nudity revenge school sheriff virginity,english
george a. romero,julian richings,shawn roberts,kathleen munroe,horror,survival of the dead,delaware feud island undead zombie,english
george a. romero,judith o'dea,duane jones,s. william hinzman,drama horror mystery,night of the living dead,cemetery farmhouse radiation running out of gas zombie,english
sofia coppola,scarlett johansson,bill murray,catherine lambert,drama,lost in translation,fish out of water japanese loneliness older man younger woman relationship unlikely friendship,english
woody allen,woody allen,carol kane,shelley duvall,comedy romance,annie hall,breaking the fourth wall comedian jewish neurosis singer,english
cecil b. demille,gloria grahame,dorothy lamour,cornel wilde,drama family romance,the greatest show on earth,circus clown elephant trainer trapeze trapeze artist,english
ridley scott,christian bale,maría valverde,ben mendelsohn,action adventure drama,exodus: gods and kings,egypt exodus moses pharaoh plague,english
marc forster,heath ledger,peter boyle,marcus lyle brown,drama romance,monster's ball,cunnilingus female frontal nudity female nudity interracial sex rear entry sex,english
henry hobson,joely richardson,j.d. evermore,david a cole,drama horror,maggie,father daughter relationship playing against type post apocalypse protective father zombie apocalypse,english
mike figgis,nicolas cage,valeria golino,julian sands,drama romance,leaving las vegas,alcoholic bar love prostitute sex,english
duane journey,molly c. quinn,lara flynn boyle,lochlyn munro,comedy horror,hansel & gretel get baked,hansel and gretel lesbian kiss marijuana witch witchcraft,english
dan o'bannon,linnea quigley,clu gulager,beverly randolph,comedy horror sci-fi,the return of the living dead,crematorium female frontal nudity naked dead woman paramedic poison gas,english
billy wilder,austin pendleton,harold gould,david wayne,comedy drama romance,the front page,1920s communist escape from jail newspaper reporter,english
rob cohen,ryan guzman,hill harper,adam hicks,mystery thriller,the boy next door,adultery argument older woman younger man relationship oral sex sex scene,english
carol reed,gina lollobrigida,katy jurado,sidney james,drama romance,trapeze,acrobat circus cripple trapeze trapeze artist,english
unknown_director,holly hunter,dylan minnette,bokeem woodbine,drama fantasy,saving grace            ,catholic death row inmate oklahoma city sexual promiscuity,english
lisa cholodenko,josh hutcherson,mia wasikowska,yaya dacosta,comedy drama,the kids are all right,biological father college motorcycle sperm sperm donor,english
john carpenter,meg foster,peter jason,george 'buck' flower,horror sci-fi thriller,they live,alien brainwashing construction worker sunglasses teleportation,english
john sturges,james coburn,donald pleasence,gordon jackson,adventure drama history thriller war,the great escape,digging escape escape attempt prisoner tunnel,english
william arntz,marlee matlin,elaine hendrix,armin shimerman,comedy documentary drama fantasy mystery sci-fi,what the #$*! do we (k)now!?,consciousness photographer radical science scientist,english
ed gass-donnelly,muse watson,spencer treat clark,ashley bell,drama horror thriller,the last exorcism part ii,car fire evil hospital hotel prophecy,english
richard linklater,ellar coltrane,lorelei linklater,libby villari,drama,boyhood,12 year time span coming of age domestic abuse growing up separated parents,english
woody allen,scarlett johansson,kevin mcnally,geoff bell,comedy crime mystery,scoop,english garden fake drowning fake parent musical instrument poker the card game,english
tim burton,cary-hiroyuki tagawa,estella warren,erick avari,action adventure sci-fi thriller,planet of the apes,astronaut cage planet wilhelm scream year 2029,english
dj pooh,angell conwell,dr. dre,dj pooh,comedy,the wash,african american stereotype car wash rent roommate threatening telephone call,english
dj pooh,mo'nique,mike epps,faizon love,comedy,3 strikes,adult diaper diaper digit in title dream sawed off shotgun,english
wayne kramer,estella warren,paul sorvino,shawn hatosy,crime drama fantasy romance,the cooler,female pubic hair girl in panties leg spreading public nudity sex in bed,english
john huston,montgomery clift,kevin mccarthy,thelma ritter,drama romance western,the misfits,cowboy divorce horse sexy wild horse,english
patrick stettner,robin williams,joe morton,rory culkin,crime mystery thriller,the night listener,boy radio show social worker telephone wisconsin,english
james melkonian,vincent pastore,william hickey,peter appel,comedy crime,the jerky boys,critically bashed mafia police telephone unemployment,english
wes craven,frank grillo,emily meade,zena grey,horror mystery thriller,my soul to take,evil killer murder psychopath serial killer,english
j.a. bayona,geraldine chaplin,belén rueda,fernando cayo,drama mystery thriller,the orphanage,dead children ghost missing child orphan orphanage,spanish
michael tiddes,ashley rickards,essence atkins,gabriel iglesias,comedy fantasy,a haunted house 2,bare breasts parody sexual innuendo slip and fall squirting orgasm,english
roger avary,ian somerhalder,faye dunaway,clifton collins jr.,comedy drama romance,the rules of attraction,bisexual college drug dealer drugs student,english
alfred hitchcock,roscoe lee browne,john vernon,philippe noiret,drama thriller,topaz,1960s agent cuba intelligence spy,english
bob odenkirk,dylan baker,chi mcbride,amy hill,comedy crime,let's go to prison,illinois judge male full back nudity revenge wine tasting,english
allison anders,salma hayek,alicia witt,lili taylor,comedy fantasy,four rooms,bellhop coven gangster hotel new year's eve,english
steven shainberg,jeremy davies,stephen mchattie,lesley ann warren,comedy drama romance,secretary,bdsm employer employee relationship hospital mental hospital secretary,english
rick de oliveira,laura ramsey,alan taylor,benjamin fletcher,documentary,the real cancun,cancun mexico mexico spring break vacation wisconsin,english
oliver stone,michael wincott,zach grenier,bill johnson,drama,talk radio,listener neo nazi radio radio station radio talk show,english
christopher guest,catherine o'hara,fred willard,larry miller,comedy,waiting for guffman,amateur theater dentist missouri small town travel agent,english
jeff franklin,ivana milicevic,tyra banks,bridgette wilson-sampras,comedy,love stinks,black comedy marriage marriage proposal not taking no for an answer obsessive woman,english
john dahl,philip baker hall,aaron hughes,jayne eastwood,comedy crime romance thriller,you kill me,alcoholic buffalo new york claim in title embalming mortuary,english
mike mills,kelli garner,lou taylor pucci,nancy o'dell,comedy drama,thumbsucker,attention deficit disorder debate drugs psychologist school,english
kevin smith,anna gunn,michael angarano,stephen root,action crime horror thriller,red state,atf agent ball gag cult leader pastor pretending to be dead,english
dave mckean,stephanie leonidas,gina mckee,rob brydon,adventure fantasy,mirrormask,circus dark fantasy dream dream world fantasy world,english
